regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
native,0.1893939393939394,0.8076923076923076,0.0,0.0,1.0,True
native,0.1893939393939394,0.8076923076923076,0.02019230769230769,0.020192307692307686,1.0,True
native,0.1893939393939394,0.8076923076923076,0.04038461538461538,0.03916083916083916,0.9696969696969697,True
native,0.1893939393939394,0.8076923076923076,0.06057692307692307,0.05093968531468531,0.8409090909090909,True
native,0.1893939393939394,0.8076923076923076,0.08076923076923076,0.08330419580419579,0.75,True
native,0.1893939393939394,0.8076923076923076,0.10096153846153845,0.08544580419580418,0.6212121212121212,True
native,0.1893939393939394,0.8076923076923076,0.12115384615384614,0.08881118881118881,0.5454545454545454,True
native,0.1893939393939394,0.8076923076923076,0.14134615384615384,0.09125874125874125,0.48484848484848486,True
native,0.1893939393939394,0.8076923076923076,0.16153846153846152,0.08636363636363635,0.3939393939393939,True
native,0.1893939393939394,0.8076923076923076,0.1817307692307692,0.08055069930069929,0.3181818181818182,True
native,0.1893939393939394,0.8076923076923076,0.2019230769230769,0.08391608391608392,0.30303030303030304,True
native,0.1893939393939394,0.8076923076923076,0.2221153846153846,0.09003496503496503,0.30303030303030304,True
native,0.1893939393939394,0.8076923076923076,0.24230769230769228,0.09064685314685314,0.2803030303030303,True
native,0.1893939393939394,0.8076923076923076,0.26249999999999996,0.09431818181818181,0.2727272727272727,True
native,0.1893939393939394,0.8076923076923076,0.2826923076923077,0.09982517482517482,0.2727272727272727,True
native,0.1893939393939394,0.8076923076923076,0.30288461538461536,0.10533216783216783,0.2727272727272727,True
native,0.1893939393939394,0.8076923076923076,0.32307692307692304,0.10594405594405593,0.25757575757575757,True
native,0.1893939393939394,0.8076923076923076,0.3432692307692307,0.1085445804195804,0.25,True
native,0.1893939393939394,0.8076923076923076,0.3634615384615384,0.11359265734265732,0.25,True
native,0.1893939393939394,0.8076923076923076,0.3836538461538461,0.11864073426573427,0.25,True
native,0.1893939393939394,0.8076923076923076,0.4038461538461538,0.12368881118881118,0.25,True
native,0.1893939393939394,0.8076923076923076,0.4240384615384615,0.1287368881118881,0.25,True
native,0.1893939393939394,0.8076923076923076,0.4442307692307692,0.12705419580419577,0.23484848484848486,True
native,0.1893939393939394,0.8076923076923076,0.4644230769230769,0.13179632867132865,0.23484848484848486,True
native,0.1893939393939394,0.8076923076923076,0.48461538461538456,0.13653846153846153,0.23484848484848486,True
native,0.1893939393939394,0.8076923076923076,0.5048076923076923,0.1412805944055944,0.23484848484848486,True
native,0.1893939393939394,0.8076923076923076,0.5249999999999999,0.1380681818181818,0.2196969696969697,True
native,0.1893939393939394,0.8076923076923076,0.5451923076923076,0.14250437062937063,0.2196969696969697,True
native,0.1893939393939394,0.8076923076923076,0.5653846153846154,0.14694055944055942,0.2196969696969697,True
native,0.1893939393939394,0.8076923076923076,0.585576923076923,0.1513767482517482,0.2196969696969697,True
native,0.1893939393939394,0.8076923076923076,0.6057692307692307,0.15581293706293706,0.2196969696969697,True
native,0.1893939393939394,0.8076923076923076,0.6259615384615383,0.15550699300699297,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.6461538461538461,0.15979020979020975,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.6663461538461538,0.16407342657342658,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.6865384615384614,0.16835664335664333,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.7067307692307692,0.17263986013986013,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.7269230769230768,0.17692307692307688,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.7471153846153845,0.18120629370629368,0.21212121212121213,True
native,0.1893939393939394,0.8076923076923076,0.7673076923076922,0.17967657342657342,0.20454545454545456,True
native,0.1893939393939394,0.8076923076923076,0.7874999999999999,0.18380681818181815,0.20454545454545456,True
native,0.1893939393939394,0.8076923076923076,0.8076923076923076,0.18793706293706292,0.20454545454545456,True
native,0.1893939393939394,0.8076923076923076,0.8278846153846153,0.19206730769230768,0.20454545454545456,False
native,0.1893939393939394,0.8076923076923076,0.848076923076923,0.18977272727272726,0.19696969696969696,False
native,0.1893939393939394,0.8076923076923076,0.8682692307692307,0.19374999999999998,0.19696969696969696,False
native,0.1893939393939394,0.8076923076923076,0.8884615384615384,0.1977272727272727,0.19696969696969696,False
