image_path,label,score,p_cross,p0_cross,p1_cross,p_target,decision_native,decision_target,decision_target_realistic
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/000.png,1,0.5652951002120972,0.9487179487179487,0.9473684210526315,0.9736842105263158,0.07378825977629402,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/001.png,1,1.0,0.9841269841269842,0.9838709677419355,1.0,0.21072853554012172,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/002.png,1,0.7211785316467285,0.9677419354838711,0.9666666666666667,1.0,0.1144088874150228,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/003.png,1,0.7496210336685181,0.9714285714285715,0.9705882352941176,1.0,0.12771517230115995,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/004.png,1,0.92942214012146,0.9791666666666665,0.9787234042553191,1.0,0.16832762379320979,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/005.png,1,0.590047299861908,0.9487179487179487,0.9473684210526315,0.9736842105263158,0.07378825977629402,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/006.png,1,0.730603814125061,0.96875,0.967741935483871,1.0,0.11777337297654439,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/007.png,1,0.8569538593292236,0.9767441860465117,0.9761904761904762,1.0,0.1531631520532745,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/008.png,1,0.5650473833084106,0.9357277882797733,0.9333333333333333,0.9705882352941176,0.05899605656574044,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/009.png,1,0.6271111369132996,0.9722222222222223,0.9714285714285714,1.0,0.1309794988610482,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/010.png,1,1.0,0.9836065573770493,0.9833333333333333,1.0,0.20532658830531259,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/011.png,1,0.8635008335113525,0.9761904761904762,0.975609756097561,1.0,0.15006365372374267,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/012.png,1,0.8148247003555298,0.972972972972973,0.9722222222222222,1.0,0.13421948451937124,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/013.png,1,0.7391495704650879,0.9714285714285715,0.9705882352941176,1.0,0.12771517230115995,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/014.png,1,0.8346232175827026,0.9866666666666666,0.9864864864864865,1.0,0.24165838421127234,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/015.png,1,1.0,0.9838709677419355,0.9836065573770492,1.0,0.2080367734282326,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/016.png,1,0.5108619928359985,0.8292682926829269,0.8,0.9714285714285714,0.020487830438313814,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/017.png,1,0.9590424299240112,0.98,0.9795918367346939,1.0,0.1742424242424241,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/018.png,1,0.7588573694229126,0.9705882352941176,0.9696969696969697,1.0,0.12442622950819665,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/019.png,1,0.6761648654937744,0.9600000000000002,0.9583333333333334,1.0,0.09367045647378285,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/020.png,1,0.6433488726615906,0.9756097560975611,0.975,1.0,0.1469413831656289,fail,escalate,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/021.png,1,0.5585115551948547,0.9210526315789473,0.9166666666666666,0.9722222222222222,0.04783693843594007,fail,pass,escalate
/content/aiqs-agent/datasets/mvtec/capsule/test/crack/022.png,1,0.6904982328414917,0.9615384615384615,0.96,1.0,0.09719405003380639,fail,pass,escalate
